tree_code,image_id,acquisition_date,product_type,crown_area_m2,crown_diameter_m,pan_ndvi_mean,pan_ndvi_median,pan_ndvi_p10,pan_gndvi_mean,pan_savi_mean,analytic_ndvi_mean,analytic_gndvi_mean,analytic_savi_mean,final_ndvi_mean,health_index,canopy_density_score,fragmentation_score,shadow_fraction,anomaly_flag,recommended_action,red_mean,green_mean,blue_mean,nir_mean,review_status,review_source
KOG-MORAN-0003,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,101.0,11.34,0.411586731672287,0.41662338376045227,0.27891218662261963,0.48142141103744507,0.6172922849655151,,,,0.411586731672287,52.3,0.631,0.595,0.0,False,Routine monitoring.,1053.017333984375,891.6163330078125,666.28466796875,2560.153564453125,unreviewed,auto
KOG-MORAN-0004,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,165.5,14.516,0.46024930477142334,0.4786752760410309,0.31398719549179077,0.5066935420036316,0.5647643804550171,,,,0.46024930477142334,66.0,0.807,0.476,0.0,False,Routine monitoring.,762.7080078125,672.8567504882812,500.97796630859375,2037.6845703125,unreviewed,auto
KOG-MORAN-0006,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,164.75,14.483,0.33812472224235535,0.33723610639572144,0.23288235068321228,0.43441781401634216,0.5071103572845459,,,,0.33812472224235535,37.6,0.691,0.577,0.0,True,"Field inspection: check irrigation, pruning, stress.",1132.6123046875,903.76025390625,683.6739501953125,2283.723388671875,unreviewed,auto
KOG-MORAN-0008,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,125.0,12.616,0.36804938316345215,0.3574826121330261,0.26341524720191956,0.45352038741111755,0.5519973039627075,,,,0.36804938316345215,47.6,0.776,0.517,0.0,False,Routine monitoring.,1172.614013671875,952.9439697265625,718.697998046875,2519.095947265625,unreviewed,auto
KOG-MORAN-0009,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,55.75,8.425,0.42832720279693604,0.42447128891944885,0.3156116306781769,0.4909730851650238,0.6423946022987366,,,,0.42832720279693604,55.7,0.664,0.515,0.0,False,Routine monitoring.,977.2600708007812,838.92822265625,626.354248046875,2466.87890625,unreviewed,auto
KOG-MORAN-0010,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,33.75,6.555,0.376396119594574,0.3726872205734253,0.2631654143333435,0.47275882959365845,0.5645130276679993,,,,0.376396119594574,49.3,0.918,0.459,0.0,False,Routine monitoring.,1227.977783203125,958.7111206054688,695.7259521484375,2610.61474609375,unreviewed,auto
KOG-MORAN-0011,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,90.0,10.705,0.4541751444339752,0.45740294456481934,0.2774430811405182,0.5022803544998169,0.6811965703964233,,,,0.4541751444339752,64.8,0.779,0.388,0.0,False,Routine monitoring.,1463.1639404296875,1284.594482421875,926.3583374023438,3849.02490234375,unreviewed,auto
KOG-MORAN-0012,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,24.5,5.585,0.36511048674583435,0.35691913962364197,0.28673526644706726,0.45372024178504944,0.5475854873657227,,,,0.36511048674583435,47.0,0.98,0.507,0.0,False,Routine monitoring.,1169.591796875,943.2346801757812,685.4081420898438,2469.87744140625,unreviewed,auto
KOG-MORAN-0013,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,106.75,11.658,0.3953983783721924,0.38164427876472473,0.27231520414352417,0.45097461342811584,0.5930269956588745,,,,0.3953983783721924,53.1,0.776,0.418,0.0,False,Routine monitoring.,1518.0140380859375,1320.6417236328125,958.5831298828125,3354.543212890625,unreviewed,auto
KOG-MORAN-0014,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,110.25,11.848,0.28908786177635193,0.2637629806995392,0.21786022186279297,0.40228110551834106,0.43357110023498535,,,,0.28908786177635193,31.8,0.739,0.467,0.0,True,"Field inspection: check irrigation, pruning, stress.",1396.993896484375,1071.73828125,793.85595703125,2477.80322265625,unreviewed,auto
KOG-MORAN-0015,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,56.75,8.5,0.44826364517211914,0.4675496816635132,0.2966141700744629,0.49307680130004883,0.6723282337188721,,,,0.44826364517211914,63.7,0.721,0.506,0.0,False,Routine monitoring.,1500.2291259765625,1348.7841796875,1014.7620849609375,3819.44921875,unreviewed,auto
KOG-MORAN-0016,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,74.75,9.756,0.3624036908149719,0.3459826707839966,0.26517072319984436,0.4402027428150177,0.5435295701026917,,,,0.3624036908149719,46.5,0.715,0.441,0.0,False,Routine monitoring.,1178.678955078125,983.1571655273438,738.1705932617188,2524.147216796875,unreviewed,auto
KOG-MORAN-0017,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,70.5,9.474,0.3529032766819,0.3390737771987915,0.2669150233268738,0.45111405849456787,0.5292751789093018,,,,0.3529032766819,44.6,0.781,0.446,0.0,True,"Field inspection: check irrigation, pruning, stress.",1099.3546142578125,869.5567626953125,644.9964599609375,2303.141845703125,unreviewed,auto
KOG-MORAN-0018,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,74.25,9.723,0.3507595658302307,0.33485424518585205,0.2651542127132416,0.4404803514480591,0.5260652899742126,,,,0.3507595658302307,44.2,0.743,0.417,0.0,True,"Field inspection: check irrigation, pruning, stress.",1214.370361328125,985.7003173828125,743.0706787109375,2498.269287109375,unreviewed,auto
KOG-MORAN-0019,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,68.25,9.322,0.3508717715740204,0.3379268944263458,0.2616031765937805,0.45403093099594116,0.526225745677948,,,,0.3508717715740204,44.2,0.843,0.374,0.0,True,"Field inspection: check irrigation, pruning, stress.",1096.069580078125,859.7216186523438,653.96337890625,2278.120849609375,unreviewed,auto
KOG-MORAN-0020,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,79.75,10.077,0.3489122688770294,0.33630290627479553,0.2642257809638977,0.44373276829719543,0.5232880115509033,,,,0.3489122688770294,39.8,0.659,0.546,0.0,True,"Field inspection: check irrigation, pruning, stress.",1102.965576171875,881.0250854492188,668.84326171875,2283.965576171875,unreviewed,auto
KOG-MORAN-0021,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,80.0,10.093,0.3342428207397461,0.3140418529510498,0.25940176844596863,0.4399331212043762,0.5012897253036499,,,,0.3342428207397461,40.8,0.732,0.456,0.0,True,"Field inspection: check irrigation, pruning, stress.",1142.3125,891.1906127929688,670.7906494140625,2294.371826171875,unreviewed,auto
KOG-MORAN-0022,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,54.5,8.33,0.39024871587753296,0.3795439600944519,0.26865023374557495,0.4617202877998352,0.5852898955345154,,,,0.39024871587753296,52.0,0.826,0.408,0.0,False,Routine monitoring.,1109.08251953125,935.110107421875,725.064208984375,2536.426513671875,unreviewed,auto
KOG-MORAN-0023,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,54.0,8.292,0.3359312117099762,0.3307075500488281,0.26142874360084534,0.4326990842819214,0.5038190484046936,,,,0.3359312117099762,41.2,0.831,0.446,0.0,True,"Field inspection: check irrigation, pruning, stress.",1141.254638671875,909.36572265625,674.3333129882812,2274.38427734375,unreviewed,auto
KOG-MORAN-0024,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,65.0,9.097,0.3906311094760895,0.3790241777896881,0.2781928479671478,0.45015382766723633,0.5858709216117859,,,,0.3906311094760895,52.1,0.722,0.434,0.0,False,Routine monitoring.,1224.7615966796875,1063.107666015625,765.59228515625,2784.415283203125,unreviewed,auto
KOG-MORAN-0026,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,68.75,9.356,0.3405592441558838,0.3215010166168213,0.25728991627693176,0.44525834918022156,0.5107611417770386,,,,0.3405592441558838,42.1,0.724,0.46,0.0,True,"Field inspection: check irrigation, pruning, stress.",1138.0218505859375,886.9163818359375,653.1309204101562,2298.447265625,unreviewed,auto
KOG-MORAN-0027,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,55.5,8.406,0.3479856252670288,0.33591580390930176,0.2658749520778656,0.4360651671886444,0.5219070911407471,,,,0.3479856252670288,39.6,0.649,0.517,0.0,True,"Field inspection: check irrigation, pruning, stress.",1277.6666259765625,1041.1846923828125,764.5540771484375,2618.51806640625,unreviewed,auto
KOG-MORAN-0028,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,70.75,9.491,0.31873685121536255,0.31243300437927246,0.26402992010116577,0.42012321949005127,0.4780343472957611,,,,0.31873685121536255,37.7,0.804,0.415,0.0,True,"Field inspection: check irrigation, pruning, stress.",1206.8834228515625,952.0176391601562,731.6607666015625,2314.37109375,unreviewed,auto
KOG-MORAN-0029,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,65.5,9.132,0.3286549746990204,0.3143341839313507,0.2597285509109497,0.4265258312225342,0.4929104745388031,,,,0.3286549746990204,39.7,0.728,0.43,0.0,True,"Field inspection: check irrigation, pruning, stress.",1219.98095703125,970.22900390625,712.31298828125,2385.06103515625,unreviewed,auto
KOG-MORAN-0030,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,39.75,7.114,0.38491111993789673,0.37754595279693604,0.27870282530784607,0.4560586214065552,0.5772925615310669,,,,0.38491111993789673,47.0,0.662,0.48,0.0,False,Routine monitoring.,1244.8302001953125,1040.6414794921875,784.7484130859375,2783.4716796875,unreviewed,auto
KOG-MORAN-0032,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,62.25,8.903,0.3541329503059387,0.3471452593803406,0.26685115694999695,0.44568249583244324,0.5311195254325867,,,,0.3541329503059387,44.8,0.732,0.429,0.0,True,"Field inspection: check irrigation, pruning, stress.",1111.85546875,894.3413696289062,677.2529907226562,2323.44970703125,unreviewed,auto
KOG-MORAN-0033,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,42.25,7.334,0.36368414759635925,0.352194607257843,0.267848938703537,0.47268468141555786,0.5454397797584534,,,,0.36368414759635925,46.7,0.828,0.369,0.0,False,Routine monitoring.,1040.55029296875,799.4378662109375,597.473388671875,2222.85205078125,unreviewed,auto
KOG-MORAN-0034,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,55.75,8.425,0.3151818513870239,0.3046720623970032,0.2571999132633209,0.4061047434806824,0.47270485758781433,,,,0.3151818513870239,33.0,0.69,0.459,0.0,True,"Field inspection: check irrigation, pruning, stress.",1257.838623046875,1021.1793823242188,721.3856201171875,2397.816162109375,unreviewed,auto
KOG-MORAN-0035,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,64.75,9.08,0.31368377804756165,0.3030063211917877,0.2566952407360077,0.406762957572937,0.47045233845710754,,,,0.31368377804756165,32.7,0.647,0.516,0.0,True,"Field inspection: check irrigation, pruning, stress.",1202.517333984375,968.4517211914062,719.12744140625,2266.166015625,unreviewed,auto
KOG-MORAN-0036,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,56.75,8.5,0.3663255572319031,0.35758253931999207,0.2623271048069,0.45449385046958923,0.5494096875190735,,,,0.3663255572319031,47.3,0.747,0.418,0.0,False,Routine monitoring.,1181.8017578125,951.3259887695312,707.1365356445312,2495.24658203125,unreviewed,auto
KOG-MORAN-0037,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,68.75,9.356,0.3411399722099304,0.32062599062919617,0.2605765759944916,0.4400174915790558,0.5116458535194397,,,,0.3411399722099304,38.2,0.688,0.486,0.0,True,"Field inspection: check irrigation, pruning, stress.",1372.0799560546875,1086.6690673828125,801.0145263671875,2777.948974609375,unreviewed,auto
KOG-MORAN-0038,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,36.25,6.794,0.3525848388671875,0.343627005815506,0.26969200372695923,0.42148563265800476,0.5288130044937134,,,,0.3525848388671875,44.5,0.775,0.458,0.0,True,"Field inspection: check irrigation, pruning, stress.",1405.05517578125,1199.6827392578125,856.7448120117188,2915.848388671875,unreviewed,auto
KOG-MORAN-0039,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,66.25,9.184,0.3555013835430145,0.341207355260849,0.26487302780151367,0.4359581172466278,0.5331652164459229,,,,0.3555013835430145,41.1,0.65,0.528,0.0,True,"Field inspection: check irrigation, pruning, stress.",1069.577392578125,878.43017578125,679.479248046875,2233.282958984375,unreviewed,auto
KOG-MORAN-0040,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,50.25,7.999,0.3678909242153168,0.3601815104484558,0.2637895345687866,0.44727081060409546,0.5517619848251343,,,,0.3678909242153168,47.6,0.788,0.383,0.0,False,Routine monitoring.,1219.094482421875,1006.2039794921875,738.8706665039062,2617.039794921875,unreviewed,auto
KOG-MORAN-0041,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,68.75,9.356,0.30175235867500305,0.29283562302589417,0.26049506664276123,0.4155128598213196,0.4525722563266754,,,,0.30175235867500305,30.4,0.595,0.554,0.0,True,"Field inspection: check irrigation, pruning, stress.",1438.5709228515625,1109.1854248046875,826.280029296875,2671.03271484375,unreviewed,auto
KOG-MORAN-0042,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,60.25,8.759,0.3286671042442322,0.317228227853775,0.2577767074108124,0.44543880224227905,0.49293264746665955,,,,0.3286671042442322,35.7,0.616,0.571,0.0,True,"Field inspection: check irrigation, pruning, stress.",1262.211669921875,960.921142578125,707.6929321289062,2486.0830078125,unreviewed,auto
KOG-MORAN-0043,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,60.0,8.74,0.3388419449329376,0.32389625906944275,0.2617470920085907,0.43525245785713196,0.5081875920295715,,,,0.3388419449329376,41.8,0.714,0.504,0.0,True,"Field inspection: check irrigation, pruning, stress.",1176.949951171875,938.4666748046875,675.2791748046875,2373.904052734375,unreviewed,auto
KOG-MORAN-0044,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,52.25,8.156,0.3172445595264435,0.3083309531211853,0.2565969228744507,0.40983662009239197,0.4757968485355377,,,,0.3172445595264435,33.4,0.688,0.464,0.0,True,"Field inspection: check irrigation, pruning, stress.",1245.5263671875,1012.5454711914062,749.5406494140625,2373.492919921875,unreviewed,auto
KOG-MORAN-0045,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,58.0,8.593,0.33854714035987854,0.32093408703804016,0.25775593519210815,0.45057228207588196,0.507746160030365,,,,0.33854714035987854,41.7,0.773,0.438,0.0,True,"Field inspection: check irrigation, pruning, stress.",1185.0689697265625,908.1077880859375,678.8922119140625,2379.80615234375,unreviewed,auto
KOG-MORAN-0046,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,61.25,8.831,0.38003191351890564,0.36818522214889526,0.2734658420085907,0.4501940608024597,0.5699752569198608,,,,0.38003191351890564,46.0,0.679,0.467,0.0,False,Routine monitoring.,1263.7265625,1071.681640625,787.0367431640625,2804.66943359375,unreviewed,auto
KOG-MORAN-0048,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,47.25,7.756,0.29287248849868774,0.28559935092926025,0.25228258967399597,0.42442524433135986,0.43924999237060547,,,,0.29287248849868774,28.6,0.695,0.486,0.0,True,"Field inspection: check irrigation, pruning, stress.",1378.5396728515625,1017.6878051757812,741.6243286132812,2502.3544921875,unreviewed,auto
KOG-MORAN-0049,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,55.5,8.406,0.35966190695762634,0.34004539251327515,0.26872026920318604,0.4485000967979431,0.5394124984741211,,,,0.35966190695762634,45.9,0.816,0.36,0.0,False,Routine monitoring.,1109.7432861328125,894.5315551757812,659.8153076171875,2346.405517578125,unreviewed,auto
KOG-MORAN-0050,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,51.75,8.117,0.3090399503707886,0.3028322458267212,0.26393964886665344,0.4243830442428589,0.4634955823421478,,,,0.3090399503707886,35.8,0.716,0.437,0.0,True,"Field inspection: check irrigation, pruning, stress.",1319.705322265625,1017.8551025390625,728.0966186523438,2495.541015625,unreviewed,auto
KOG-MORAN-0051,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,40.0,7.136,0.3496025800704956,0.3453505039215088,0.26597464084625244,0.44684427976608276,0.5243338346481323,,,,0.3496025800704956,43.9,0.821,0.402,0.0,True,"Field inspection: check irrigation, pruning, stress.",1253.5250244140625,992.0062255859375,730.7000122070312,2583.481201171875,unreviewed,auto
KOG-MORAN-0052,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,46.0,7.653,0.329706072807312,0.3276476562023163,0.26729878783226013,0.40583157539367676,0.4944761395454407,,,,0.329706072807312,39.9,0.767,0.398,0.0,True,"Field inspection: check irrigation, pruning, stress.",1052.896728515625,883.8097534179688,647.04345703125,2073.63037109375,unreviewed,auto
KOG-MORAN-0053,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,44.25,7.506,0.33521053194999695,0.33060482144355774,0.2622610628604889,0.4329979121685028,0.5027412176132202,,,,0.33521053194999695,37.0,0.651,0.489,0.0,True,"Field inspection: check irrigation, pruning, stress.",1154.8983154296875,918.3955078125,672.598876953125,2308.779541015625,unreviewed,auto
KOG-MORAN-0054,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,40.75,7.203,0.31728434562683105,0.3131245970726013,0.25358638167381287,0.426372230052948,0.4758513271808624,,,,0.31728434562683105,37.5,0.836,0.347,0.0,True,"Field inspection: check irrigation, pruning, stress.",1127.2576904296875,877.5030517578125,645.1226806640625,2159.656494140625,unreviewed,auto
KOG-MORAN-0055,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,30.5,6.232,0.3122025728225708,0.311454176902771,0.2661346197128296,0.4274667501449585,0.46823766827583313,,,,0.3122025728225708,36.4,0.713,0.511,0.0,True,"Field inspection: check irrigation, pruning, stress.",1246.9508056640625,959.15576171875,701.672119140625,2372.22119140625,unreviewed,auto
KOG-MORAN-0056,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,74.0,9.707,0.3615313470363617,0.3436771631240845,0.27214235067367554,0.4126633405685425,0.5422292351722717,,,,0.3615313470363617,42.3,0.56,0.561,0.0,True,"Field inspection: check irrigation, pruning, stress.",1414.4053955078125,1255.807373046875,947.1351318359375,2958.439208984375,unreviewed,auto
KOG-MORAN-0057,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,60.25,8.759,0.3558788001537323,0.34722837805747986,0.26739200949668884,0.431502103805542,0.5337560772895813,,,,0.3558788001537323,45.2,0.709,0.447,0.0,False,Routine monitoring.,1475.3319091796875,1238.4854736328125,923.4979248046875,3063.863037109375,unreviewed,auto
KOG-MORAN-0058,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,69.0,9.373,0.30462339520454407,0.2904893159866333,0.25443634390830994,0.4032341241836548,0.4568571150302887,,,,0.30462339520454407,30.9,0.552,0.667,0.0,True,"Field inspection: check irrigation, pruning, stress.",1080.8695068359375,858.68115234375,665.1231689453125,2020.840576171875,unreviewed,auto
KOG-MORAN-0059,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,58.25,8.612,0.34303346276283264,0.3285638689994812,0.26232099533081055,0.4208768606185913,0.5144875049591064,,,,0.34303346276283264,38.6,0.633,0.565,0.0,True,"Field inspection: check irrigation, pruning, stress.",1373.326171875,1146.7596435546875,865.8927001953125,2807.04296875,unreviewed,auto
KOG-MORAN-0060,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,34.0,6.58,0.3048117160797119,0.3032677173614502,0.26002243161201477,0.42330992221832275,0.45714977383613586,,,,0.3048117160797119,35.0,0.756,0.414,0.0,True,"Field inspection: check irrigation, pruning, stress.",1220.4632568359375,926.433837890625,667.7352905273438,2270.99267578125,unreviewed,auto
KOG-MORAN-0061,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,55.25,8.387,0.3403404951095581,0.32530713081359863,0.26292136311531067,0.4464818835258484,0.5104376077651978,,,,0.3403404951095581,42.1,0.722,0.464,0.0,True,"Field inspection: check irrigation, pruning, stress.",1225.8189697265625,955.2986450195312,707.271484375,2474.162841796875,unreviewed,auto
KOG-MORAN-0062,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,40.25,7.159,0.32330676913261414,0.3134132921695709,0.259306401014328,0.449931800365448,0.48489513993263245,,,,0.32330676913261414,38.7,0.826,0.355,0.0,True,"Field inspection: check irrigation, pruning, stress.",1320.5404052734375,981.5714111328125,720.633544921875,2563.590087890625,unreviewed,auto
KOG-MORAN-0063,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,51.5,8.098,0.3297378420829773,0.31471967697143555,0.2578326463699341,0.4297073483467102,0.4945339858531952,,,,0.3297378420829773,39.9,0.715,0.472,0.0,True,"Field inspection: check irrigation, pruning, stress.",1189.9271240234375,940.2572631835938,704.5922241210938,2340.703857421875,unreviewed,auto
KOG-MORAN-0064,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,50.5,8.019,0.3539808690547943,0.3408656120300293,0.26478487253189087,0.46350422501564026,0.5308957099914551,,,,0.3539808690547943,44.8,0.748,0.417,0.0,True,"Field inspection: check irrigation, pruning, stress.",1145.75244140625,883.1039428710938,653.2970581054688,2417.24755859375,unreviewed,auto
KOG-MORAN-0065,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,39.25,7.069,0.3599359393119812,0.34808945655822754,0.2665387988090515,0.4008975327014923,0.5398411750793457,,,,0.3599359393119812,46.0,0.77,0.452,0.0,False,Routine monitoring.,1466.7325439453125,1338.2611083984375,1033.2611083984375,3076.56689453125,unreviewed,auto
KOG-MORAN-0066,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,48.75,7.878,0.3309348225593567,0.3156515955924988,0.2610437870025635,0.4394712448120117,0.49632880091667175,,,,0.3309348225593567,40.2,0.871,0.319,0.0,True,"Field inspection: check irrigation, pruning, stress.",1184.933349609375,915.8563842773438,663.09228515625,2335.425537109375,unreviewed,auto
KOG-MORAN-0067,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,41.75,7.291,0.3493417501449585,0.33734625577926636,0.2653273344039917,0.4424213171005249,0.5239472389221191,,,,0.3493417501449585,43.9,0.795,0.376,0.0,True,"Field inspection: check irrigation, pruning, stress.",1354.6527099609375,1083.52099609375,775.3592529296875,2787.946044921875,unreviewed,auto
KOG-MORAN-0068,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,37.5,6.91,0.32500898838043213,0.3157363533973694,0.26224589347839355,0.42443856596946716,0.4874492287635803,,,,0.32500898838043213,39.0,0.824,0.354,0.0,True,"Field inspection: check irrigation, pruning, stress.",1342.873291015625,1065.393310546875,756.9600219726562,2623.0400390625,unreviewed,auto
KOG-MORAN-0069,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,45.5,7.611,0.3224954903125763,0.3100898265838623,0.25663596391677856,0.4394589066505432,0.48367080092430115,,,,0.3224954903125763,34.5,0.632,0.505,0.0,True,"Field inspection: check irrigation, pruning, stress.",1185.357177734375,901.4395751953125,663.7582397460938,2298.159423828125,unreviewed,auto
KOG-MORAN-0070,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,47.25,7.756,0.3697226345539093,0.356574147939682,0.2634109556674957,0.42370858788490295,0.5545082688331604,,,,0.3697226345539093,47.9,0.75,0.42,0.0,False,Routine monitoring.,1238.179931640625,1085.09521484375,783.6084594726562,2664.25927734375,unreviewed,auto
KOG-MORAN-0071,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,53.0,8.215,0.3775324523448944,0.37105727195739746,0.27509528398513794,0.4446563720703125,0.5662256479263306,,,,0.3775324523448944,45.5,0.697,0.514,0.0,False,Routine monitoring.,1329.882080078125,1140.25,831.2546997070312,2891.424560546875,unreviewed,auto
KOG-MORAN-0072,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,26.25,5.781,0.3177756071090698,0.31979694962501526,0.2741778790950775,0.44967836141586304,0.47659599781036377,,,,0.3177756071090698,33.6,0.673,0.512,0.0,True,"Field inspection: check irrigation, pruning, stress.",1243.3714599609375,918.123779296875,691.4285888671875,2394.32373046875,unreviewed,auto
KOG-MORAN-0073,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,50.75,8.038,0.3470924496650696,0.3326287865638733,0.2605604827404022,0.453148752450943,0.5205702781677246,,,,0.3470924496650696,43.4,0.806,0.448,0.0,True,"Field inspection: check irrigation, pruning, stress.",1318.256103515625,1024.0394287109375,730.192138671875,2692.576416015625,unreviewed,auto
KOG-MORAN-0074,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,38.0,6.956,0.3157831132411957,0.31244879961013794,0.2577444314956665,0.415975958108902,0.4736095368862152,,,,0.3157831132411957,33.2,0.676,0.469,0.0,True,"Field inspection: check irrigation, pruning, stress.",1318.125,1050.4539794921875,792.1052856445312,2512.993408203125,unreviewed,auto
KOG-MORAN-0075,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,39.0,7.047,0.3073797821998596,0.2970678210258484,0.2596241533756256,0.4089221954345703,0.46100538969039917,,,,0.3073797821998596,31.5,0.612,0.521,0.0,True,"Field inspection: check irrigation, pruning, stress.",1313.0,1050.6859130859375,755.9295043945312,2476.35888671875,unreviewed,auto
KOG-MORAN-0076,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,53.5,8.253,0.3271653652191162,0.31348565220832825,0.2604166865348816,0.4298446476459503,0.4906769096851349,,,,0.3271653652191162,35.4,0.594,0.534,0.0,True,"Field inspection: check irrigation, pruning, stress.",1215.35986328125,957.4158935546875,714.6074829101562,2377.570068359375,unreviewed,auto
KOG-MORAN-0077,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,38.25,6.979,0.3205893635749817,0.3161256015300751,0.26151391863822937,0.4265463352203369,0.48081353306770325,,,,0.3205893635749817,34.1,0.643,0.531,0.0,True,"Field inspection: check irrigation, pruning, stress.",1209.9608154296875,949.7254638671875,699.2418212890625,2343.94775390625,unreviewed,auto
KOG-MORAN-0078,pansharpened_reflectance_401e6b905b,2026-01-22,pansharpened_reflectance+manual_review,46.75,7.715,0.3760250210762024,0.3534626066684723,0.2710667848587036,0.4693859815597534,0.5639590620994568,,,,0.3760250210762024,45.2,0.577,0.547,0.0,False,Routine monitoring.,1172.385009765625,931.4920043945312,661.614990234375,2562.4599609375,unreviewed,auto
